time,EUR_JPY_Bid,EUR_JPY_Ask,,time,GBP_JPY_Bid,GBP_JPY_Ask
155075,113.934,113.962,,135761,139.686,139.755
155087,113.931,113.953,,135771,139.621,139.7
155100,113.905,113.933,,135781,139.615,139.687
155110,113.91,113.94,,135791,139.685,139.747
155129,113.914,113.935,,135801,139.698,139.765
155139,113.894,113.924,,135812,139.752,139.825
155154,113.846,113.877,,135822,139.775,139.841
155164,113.841,113.87,,135834,139.834,139.895
155176,113.84,113.87,,135844,139.843,139.897
155191,113.811,113.833,,135856,139.816,139.879
155203,113.826,113.845,,135866,139.773,139.829
155213,113.825,113.842,,135877,139.81,139.87
155223,113.797,113.827,,135887,139.822,139.889
155240,113.814,113.839,,135897,139.835,139.886
155251,113.827,113.852,,135907,139.811,139.868
155265,113.831,113.853,,135917,139.833,139.894
155276,113.83,113.855,,135928,139.828,139.894
155287,113.845,113.872,,135939,139.817,139.873
155299,113.829,113.855,,135952,139.715,139.781
155309,113.811,113.837,,135962,139.735,139.786
155327,113.803,113.822,,135972,139.775,139.833
155337,113.786,113.824,,135982,139.764,139.818
155350,113.767,113.799,,135992,139.786,139.854
155360,113.755,113.785,,136002,139.692,139.754
155370,113.744,113.772,,136012,139.688,139.754
155382,113.779,113.814,,136022,139.697,139.758
155392,113.799,113.83,,136032,139.729,139.798
155405,113.804,113.832,,136042,139.755,139.81
155420,113.813,113.845,,136054,139.771,139.829
155435,113.778,113.806,,136064,139.775,139.836
155446,113.753,113.778,,136074,139.847,139.905
155456,113.758,113.783,,136084,139.932,140.074
155466,113.769,113.8,,136094,140.076,140.15
155477,113.757,113.791,,136104,140.075,140.146
155500,113.758,113.789,,136114,140.12,140.182
155510,113.736,113.764,,136129,140.109,140.175
155520,113.712,113.739,,136139,140.126,140.185
155537,113.709,113.741,,136149,140.219,140.279
155553,113.698,113.721,,136160,140.268,140.334
155563,113.697,113.728,,136170,140.224,140.294
155576,113.697,113.726,,136181,140.177,140.238
155590,113.7,113.722,,136191,140.216,140.286
155603,113.669,113.701,,136201,140.244,140.307
155615,113.666,113.696,,136211,140.304,140.367
155628,113.666,113.695,,136221,140.379,140.443
155645,113.673,113.704,,136231,140.368,140.44
155655,113.666,113.697,,136241,140.418,140.502
155668,113.67,113.696,,136251,140.426,140.49
155685,113.665,113.695,,136263,140.488,140.554
155702,113.652,113.683,,136273,140.545,140.602
155723,113.633,113.662,,136283,140.504,140.571
155734,113.647,113.681,,136294,140.475,140.541
155745,113.637,113.669,,136304,140.475,140.541
155762,113.647,113.669,,136314,140.341,140.425
155779,113.693,113.717,,136324,140.285,140.394
155789,113.706,113.74,,136339,140.286,140.35
155799,113.72,113.744,,136349,140.266,140.328
155812,113.689,113.72,,136359,140.225,140.292
155824,113.671,113.704,,136369,140.216,140.286
155834,113.661,113.685,,136379,140.254,140.338
155852,113.67,113.686,,136389,140.266,140.326
155862,113.661,113.684,,136399,140.23,140.297
155874,113.667,113.692,,136409,140.226,140.295
155889,113.679,113.699,,136419,140.29,140.347
155900,113.681,113.701,,136429,140.252,140.315
155910,113.675,113.695,,136439,140.133,140.214
155920,113.66,113.681,,136449,140.061,140.122
155930,113.68,113.699,,136459,140.069,140.124
155940,113.66,113.693,,136469,140.045,140.113
155950,113.659,113.687,,136479,140.021,140.1
155960,113.679,113.698,,136489,140.027,140.101
155974,113.657,113.68,,136499,140.064,140.121
155994,113.659,113.676,,136509,140.05,140.108
156004,113.668,113.694,,136521,139.945,140.012
156048,113.636,113.663,,136531,139.892,139.958
156061,113.642,113.665,,136541,139.877,139.939
156072,113.634,113.659,,136551,139.871,139.929
156090,113.627,113.652,,136561,139.879,139.94
156101,113.607,113.629,,136571,139.913,139.973
156111,113.62,113.638,,136581,139.925,139.982
156121,113.681,113.702,,136591,139.899,139.953
156131,113.677,113.695,,136601,139.916,139.971
156141,113.663,113.681,,136611,139.966,140.027
156152,113.664,113.692,,136621,139.969,140.029
156162,113.682,113.699,,136631,139.981,140.044
156173,113.655,113.687,,136642,140.029,140.089
156187,113.634,113.661,,136652,140.001,140.06
156198,113.616,113.646,,136663,140.019,140.085
156208,113.63,113.66,,136673,140.053,140.118
156224,113.639,113.66,,136683,140.082,140.135
156235,113.61,113.634,,136693,140.106,140.154
156245,113.598,113.631,,136703,140.112,140.154
156255,113.594,113.62,,136713,140.115,140.17
156266,113.599,113.621,,136723,140.224,140.295
156278,113.629,113.652,,136734,140.223,140.282
156289,113.629,113.65,,136746,140.227,140.279
156300,113.626,113.648,,136756,140.265,140.327
156311,113.642,113.664,,136767,140.299,140.358
156322,113.651,113.677,,136777,140.268,140.327
156333,113.646,113.665,,136787,140.27,140.332
156343,113.616,113.643,,136797,140.272,140.318
156355,113.616,113.642,,136807,140.268,140.318
156366,113.659,113.681,,136818,140.284,140.323
156376,113.625,113.649,,136828,140.296,140.348
156386,113.645,113.67,,136838,140.287,140.344
156397,113.631,113.653,,136848,140.165,140.251
156408,113.613,113.644,,136858,140.138,140.197
156418,113.624,113.645,,136868,140.078,140.136
156428,113.613,113.633,,136879,140.095,140.158
156439,113.636,113.666,,136889,140.034,140.115
156451,113.629,113.657,,136899,140.049,140.106
156466,113.64,113.671,,136913,140.051,140.117
156476,113.648,113.671,,136923,140.063,140.132
156489,113.647,113.673,,136934,140.069,140.131
156500,113.646,113.673,,136944,140.054,140.114
156510,113.643,113.669,,136954,140.001,140.059
156524,113.614,113.643,,136964,139.931,139.992
156536,113.609,113.638,,136974,139.925,139.98
156549,113.618,113.647,,136984,139.901,139.949
156559,113.614,113.644,,136994,139.894,139.947
156570,113.604,113.633,,137004,139.93,139.985
156580,113.639,113.668,,137014,139.861,139.931
156601,113.653,113.683,,137025,139.847,139.912
156612,113.66,113.69,,137038,139.715,139.783
156629,113.676,113.708,,137050,139.684,139.754
156639,113.704,113.738,,137060,139.824,139.889
156649,113.732,113.757,,137071,139.833,139.901
156662,113.727,113.753,,137081,139.739,139.817
156672,113.754,113.79,,137091,139.806,139.881
156682,113.759,113.795,,137101,139.88,139.942
156692,113.752,113.786,,137111,139.884,139.954
156702,113.774,113.795,,137121,139.88,139.942
156715,113.793,113.818,,137131,139.867,139.925
156725,113.791,113.806,,137141,139.903,139.972
156735,113.78,113.802,,137151,139.932,140.003
156746,113.77,113.791,,137161,139.946,140.016
156756,113.767,113.796,,137171,139.964,140.025
156771,113.766,113.785,,137181,139.994,140.067
156781,113.761,113.778,,137191,139.991,140.074
156791,113.755,113.777,,137201,139.976,140.051
156802,113.739,113.76,,137211,140.126,140.204
156812,113.736,113.762,,137221,140.203,140.281
156822,113.731,113.753,,137231,140.208,140.277
156837,113.727,113.744,,137241,140.187,140.266
156850,113.742,113.771,,137251,140.26,140.339
156860,113.767,113.794,,137262,140.404,140.48
156870,113.781,113.798,,137272,140.444,140.512
156881,113.785,113.814,,137282,140.532,140.615
156891,113.765,113.797,,137292,140.66,140.745
156902,113.729,113.761,,137302,140.795,140.868
156912,113.652,113.686,,137313,140.753,140.835
156922,113.594,113.625,,137323,140.69,140.786
156932,113.584,113.617,,137333,140.704,140.779
156942,113.606,113.631,,137343,140.716,140.783
156952,113.641,113.673,,137353,140.653,140.727
156962,113.669,113.702,,137363,140.582,140.655
156974,113.672,113.698,,137373,140.551,140.623
156984,113.69,113.719,,137383,140.561,140.667
156994,113.669,113.703,,137393,140.515,140.597
157004,113.66,113.69,,137403,140.562,140.637
157021,113.684,113.716,,137413,140.546,140.621
157032,113.704,113.73,,137423,140.555,140.628
157044,113.715,113.746,,137435,140.635,140.705
157058,113.716,113.744,,137445,140.608,140.687
157069,113.696,113.723,,137455,140.625,140.698
157080,113.729,113.754,,137465,140.544,140.611
157091,113.723,113.748,,137475,140.496,140.563
157102,113.722,113.748,,137485,140.497,140.561
157112,113.772,113.798,,137495,140.479,140.535
157124,113.754,113.773,,137505,140.507,140.559
157137,113.749,113.773,,137515,140.517,140.58
157147,113.75,113.771,,137525,140.516,140.58
157164,113.751,113.772,,137535,140.486,140.565
157176,113.757,113.788,,137545,140.521,140.591
157186,113.76,113.781,,137555,140.437,140.527
157199,113.762,113.786,,137565,140.424,140.491
157209,113.761,113.781,,137575,140.363,140.439
157237,113.756,113.778,,137586,140.338,140.404
157248,113.764,113.781,,137596,140.324,140.42
157258,113.765,113.781,,137606,140.342,140.399
157274,113.769,113.788,,137616,140.34,140.403
157285,113.772,113.789,,137626,140.336,140.407
157295,113.763,113.782,,137636,140.313,140.369
157305,113.765,113.781,,137646,140.316,140.375
157317,113.759,113.776,,137657,140.294,140.353
157332,113.759,113.777,,137667,140.287,140.344
157345,113.748,113.771,,137677,140.25,140.311
157355,113.748,113.773,,137687,140.254,140.314
157367,113.743,113.765,,137697,140.367,140.444
157385,113.752,113.77,,137707,140.384,140.449
157397,113.765,113.79,,137717,140.33,140.434
157408,113.745,113.773,,137727,140.354,140.419
157428,113.746,113.772,,137737,140.467,140.525
157457,113.72,113.751,,137747,140.404,140.478
157468,113.731,113.757,,137757,140.392,140.462
157480,113.719,113.744,,137767,140.366,140.427
157492,113.718,113.746,,137777,140.373,140.443
157502,113.73,113.75,,137787,140.394,140.465
157523,113.713,113.734,,137797,140.523,140.583
157542,113.695,113.715,,137807,140.484,140.566
157552,113.745,113.77,,137817,140.549,140.613
157563,113.755,113.778,,137827,140.602,140.663
157575,113.756,113.79,,137837,140.599,140.658
157586,113.766,113.798,,137847,140.594,140.664
157596,113.78,113.809,,137857,140.598,140.657
157606,113.776,113.797,,137867,140.54,140.598
157619,113.761,113.785,,137877,140.521,140.576
157631,113.775,113.793,,137887,140.504,140.565
157652,113.81,113.835,,137897,140.576,140.633
157663,113.831,113.854,,137907,140.567,140.622
157676,113.857,113.88,,137917,140.587,140.64
157693,113.864,113.886,,137927,140.582,140.638
157706,113.854,113.875,,137937,140.61,140.663
157725,113.836,113.859,,137947,140.677,140.74
157737,113.834,113.871,,137957,140.771,140.844
157756,113.841,113.863,,137967,140.868,140.936
157781,113.838,113.861,,137977,140.909,140.977
157793,113.84,113.861,,137987,140.947,141.003
157829,113.836,113.853,,137997,140.94,140.997
157845,113.836,113.852,,138007,140.927,140.995
157855,113.834,113.853,,138019,140.891,140.95
157872,113.844,113.862,,138029,140.884,140.941
157884,113.834,113.852,,138039,140.932,140.99
157895,113.808,113.83,,138049,140.967,141.018
157910,113.815,113.837,,138059,141.034,141.09
157920,113.818,113.837,,138069,141,141.049
157939,113.817,113.834,,138079,141.02,141.078
157963,113.822,113.839,,138089,140.896,140.963
157977,113.798,113.826,,138099,140.873,140.918
157987,113.754,113.785,,138109,140.914,140.976
157998,113.751,113.77,,138119,140.921,140.976
158014,113.735,113.757,,138129,140.895,140.956
158030,113.726,113.745,,138139,140.869,140.933
158042,113.722,113.749,,138149,140.894,140.944
158052,113.734,113.757,,138159,140.85,140.908
158072,113.715,113.749,,138169,140.741,140.801
158083,113.707,113.726,,138179,140.693,140.76
158093,113.714,113.749,,138189,140.654,140.722
158109,113.725,113.758,,138200,140.625,140.684
158125,113.721,113.749,,138212,140.601,140.664
158146,113.717,113.753,,138222,140.611,140.667
158166,113.709,113.739,,138232,140.632,140.686
158187,113.7,113.731,,138242,140.597,140.651
158197,113.701,113.733,,138252,140.556,140.611
158208,113.63,113.662,,138262,140.552,140.627
158219,113.623,113.65,,138272,140.543,140.61
158229,113.65,113.684,,138282,140.555,140.611
158243,113.658,113.692,,138292,140.488,140.552
158255,113.698,113.733,,138302,140.498,140.573
158266,113.71,113.746,,138312,140.584,140.647
158279,113.705,113.734,,138322,140.59,140.649
158304,113.712,113.745,,138332,140.619,140.672
158314,113.729,113.761,,138342,140.642,140.709
158325,113.71,113.74,,138352,140.644,140.699
158338,113.7,113.732,,138362,140.681,140.748
158348,113.686,113.718,,138372,140.659,140.729
158360,113.691,113.724,,138382,140.674,140.742
158376,113.671,113.698,,138392,140.683,140.737
158401,113.658,113.693,,138402,140.673,140.733
158419,113.657,113.684,,138412,140.699,140.758
158438,113.664,113.687,,138422,140.659,140.723
158455,113.662,113.687,,138432,140.674,140.748
158466,113.663,113.691,,138442,140.708,140.776
158483,113.673,113.704,,138452,140.688,140.748
158495,113.695,113.725,,138464,140.71,140.774
158509,113.686,113.718,,138474,140.747,140.799
158522,113.721,113.747,,138484,140.741,140.808
158537,113.745,113.766,,138494,140.753,140.816
158547,113.724,113.756,,138504,140.79,140.853
158578,113.712,113.743,,138514,140.737,140.804
158588,113.665,113.696,,138524,140.753,140.826
158600,113.648,113.679,,138534,140.682,140.741
158611,113.644,113.673,,138544,140.694,140.77
158623,113.66,113.684,,138554,140.762,140.823
158636,113.598,113.632,,138564,140.747,140.804
158650,113.615,113.636,,138574,140.786,140.848
158661,113.604,113.636,,138584,140.806,140.867
158676,113.646,113.679,,138594,140.875,140.94
158686,113.647,113.683,,138604,140.959,141.022
158697,113.641,113.672,,138614,140.971,141.024
158707,113.657,113.687,,138624,140.957,141.019
158717,113.653,113.681,,138634,140.85,140.917
158769,113.65,113.679,,138644,140.927,140.983
158780,113.625,113.661,,138654,140.917,140.974
158792,113.655,113.685,,138664,140.882,140.933
158803,113.648,113.671,,138674,140.902,140.959
158819,113.648,113.673,,138684,141.021,141.084
158843,113.672,113.697,,138694,141.025,141.081
158857,113.675,113.705,,138704,141.074,141.136
158869,113.69,113.717,,138715,141.084,141.146
158882,113.709,113.738,,138725,141.138,141.191
158892,113.737,113.762,,138735,141.094,141.159
158903,113.737,113.757,,138745,141.07,141.129
158918,113.73,113.753,,138755,141.155,141.215
158928,113.71,113.733,,138765,141.245,141.305
158938,113.741,113.762,,138775,141.189,141.249
158948,113.732,113.757,,138785,141.127,141.194
158968,113.753,113.775,,138795,141.165,141.224
158981,113.756,113.774,,138805,141.147,141.203
159006,113.737,113.762,,138815,141.167,141.223
159020,113.726,113.749,,138826,141.105,141.173
159030,113.719,113.741,,138836,141.008,141.082
159040,113.739,113.766,,138846,140.828,140.937
159063,113.749,113.768,,138856,140.851,140.93
159074,113.749,113.782,,138866,140.834,140.895
159092,113.724,113.746,,138876,140.865,140.929
159108,113.713,113.734,,138886,140.851,140.921
159120,113.727,113.753,,138897,140.902,140.964
159131,113.695,113.722,,138907,140.945,140.996
159149,113.698,113.739,,138917,140.902,140.968
159160,113.71,113.737,,138927,140.946,141.004
159171,113.703,113.728,,138938,140.958,141.035
159181,113.704,113.727,,138949,140.972,141.051
159198,113.715,113.742,,138959,141.009,141.093
159210,113.685,113.713,,138969,140.941,141.037
159222,113.67,113.706,,138979,140.743,140.853
159237,113.664,113.701,,138989,140.801,140.904
159247,113.661,113.692,,138999,140.839,140.914
159260,113.685,113.709,,139009,140.77,140.83
159270,113.69,113.712,,139019,140.721,140.79
159288,113.694,113.721,,139029,140.654,140.716
159298,113.687,113.728,,139039,140.549,140.607
159310,113.687,113.716,,139049,140.508,140.566
159325,113.682,113.705,,139060,140.52,140.577
159335,113.682,113.713,,139070,140.462,140.516
159348,113.674,113.695,,139080,140.466,140.524
159359,113.712,113.74,,139090,140.466,140.536
159373,113.714,113.74,,139100,140.522,140.584
159384,113.732,113.757,,139110,140.586,140.654
159394,113.797,113.824,,139120,140.651,140.715
159407,113.854,113.882,,139133,140.616,140.683
159420,113.865,113.889,,139143,140.679,140.743
159434,113.856,113.887,,139153,140.617,140.682
159444,113.857,113.889,,139163,140.639,140.71
159457,113.841,113.863,,139173,140.703,140.759
159470,113.8,113.824,,139183,140.795,140.86
159485,113.787,113.809,,139193,140.941,141.012
159498,113.814,113.855,,139203,141.032,141.101
159509,113.804,113.83,,139215,140.931,141.007
159519,113.814,113.838,,139225,140.953,141.028
159532,113.819,113.845,,139236,140.941,141.011
159557,113.827,113.853,,139246,140.936,141.001
159567,113.834,113.862,,139256,140.987,141.06
159579,113.837,113.868,,139266,141.027,141.1
159598,113.801,113.839,,139276,141.065,141.122
159609,113.81,113.85,,139286,141.094,141.163
159625,113.806,113.849,,139296,141.074,141.13
159635,113.789,113.825,,139306,141.012,141.086
159645,113.777,113.825,,139316,140.847,140.916
159678,113.794,113.828,,139326,140.858,140.94
159703,113.784,113.822,,139336,140.92,140.985
159719,113.785,113.82,,139346,140.95,141.023
159733,113.823,113.859,,139357,140.943,141.015
159744,113.79,113.816,,139367,141.012,141.084
159757,113.77,113.795,,139377,141.032,141.101
159768,113.801,113.843,,139387,141.054,141.122
159788,113.796,113.83,,139397,141.084,141.149
159802,113.774,113.814,,139407,141.039,141.097
159814,113.764,113.792,,139417,141.006,141.076
159824,113.743,113.765,,139427,140.971,141.044
159847,113.745,113.768,,139438,140.996,141.064
159861,113.738,113.761,,139448,141.022,141.1
159872,113.732,113.754,,139458,141.062,141.127
159886,113.716,113.758,,139468,141.085,141.15
159896,113.731,113.76,,139478,141.107,141.169
159907,113.721,113.754,,139489,141.144,141.208
159924,113.734,113.77,,139499,141.344,141.416
159938,113.71,113.746,,139509,141.458,141.533
159953,113.688,113.721,,139519,141.315,141.42
159963,113.687,113.72,,139529,141.303,141.373
159973,113.699,113.722,,139539,141.238,141.306
159985,113.684,113.719,,139549,141.167,141.248
159998,113.677,113.712,,139560,141.269,141.334
160012,113.657,113.69,,139571,141.269,141.335
160032,113.682,113.7,,139581,141.358,141.419
160045,113.664,113.691,,139591,141.431,141.503
160066,113.673,113.709,,139601,141.368,141.464
160076,113.704,113.735,,139611,141.392,141.463
160090,113.693,113.718,,139621,141.58,141.725
160106,113.692,113.714,,139631,141.755,141.83
160120,113.679,113.711,,139641,141.822,141.901
160140,113.682,113.717,,139651,141.755,141.841
160150,113.673,113.7,,139661,141.78,141.854
160160,113.678,113.699,,139671,141.799,141.87
160171,113.677,113.699,,139681,141.819,141.898
160182,113.673,113.698,,139691,141.857,141.917
160194,113.698,113.737,,139701,141.808,141.871
160205,113.681,113.712,,139711,141.78,141.849
160215,113.674,113.698,,139721,141.578,141.667
160227,113.667,113.697,,139731,141.45,141.525
160237,113.67,113.704,,139741,141.355,141.431
160251,113.665,113.686,,139751,141.639,141.723
160261,113.629,113.666,,139761,141.629,141.7
160273,113.648,113.673,,139771,141.552,141.62
160287,113.644,113.668,,139781,141.559,141.628
160297,113.628,113.648,,139791,141.449,141.518
160307,113.615,113.65,,139802,141.389,141.462
160317,113.587,113.606,,139812,141.574,141.66
160327,113.515,113.542,,139823,141.582,141.652
160340,113.535,113.571,,139833,141.603,141.673
160353,113.522,113.56,,139843,141.606,141.664
160363,113.517,113.557,,139853,141.642,141.711
160380,113.518,113.558,,139863,141.662,141.727
160392,113.523,113.557,,139873,141.604,141.683
160402,113.525,113.561,,139884,141.681,141.745
160412,113.523,113.555,,139894,141.643,141.702
160422,113.522,113.557,,139904,141.558,141.629
160432,113.523,113.554,,139914,141.521,141.596
160442,113.511,113.542,,139924,141.556,141.633
160452,113.515,113.544,,139934,141.547,141.614
160470,113.508,113.537,,139944,141.541,141.595
160480,113.506,113.533,,139954,141.55,141.625
160491,113.502,113.537,,139964,141.592,141.653
160503,113.44,113.474,,139974,141.613,141.671
160515,113.424,113.455,,139984,141.569,141.643
160525,113.453,113.488,,139994,141.643,141.715
160535,113.459,113.489,,140004,141.678,141.744
160549,113.425,113.466,,140014,141.715,141.784
160562,113.374,113.414,,140026,141.711,141.786
160572,113.358,113.399,,140037,141.71,141.777
160582,113.346,113.381,,140048,141.701,141.765
160592,113.371,113.411,,140058,141.705,141.758
160602,113.483,113.514,,140068,141.74,141.82
160612,113.562,113.598,,140078,141.738,141.797
160622,113.667,113.722,,140088,141.71,141.769
160634,113.652,113.716,,140098,141.728,141.799
160646,113.66,113.703,,140108,141.763,141.822
160657,113.651,113.688,,140118,141.773,141.825
160667,113.632,113.669,,140128,141.672,141.74
160677,113.628,113.666,,140138,141.679,141.742
160687,113.625,113.66,,140150,141.693,141.766
160701,113.6,113.64,,140160,141.705,141.768
160712,113.601,113.632,,140170,141.695,141.749
160722,113.565,113.6,,140180,141.674,141.737
160732,113.513,113.554,,140190,141.69,141.752
160742,113.487,113.527,,140201,141.699,141.76
160771,113.569,113.609,,140212,141.629,141.693
160782,113.538,113.598,,140223,141.545,141.612
160792,113.519,113.562,,140233,141.516,141.581
160804,113.476,113.508,,140243,141.536,141.597
160817,113.473,113.513,,140253,141.492,141.562
160827,113.525,113.565,,140263,141.427,141.497
160842,113.548,113.585,,140273,141.366,141.425
160852,113.587,113.625,,140283,141.337,141.393
160863,113.58,113.611,,140293,141.354,141.418
160880,113.535,113.571,,140303,141.34,141.402
160890,113.583,113.625,,140313,141.386,141.457
160911,113.595,113.631,,140323,141.354,141.413
160921,113.586,113.621,,140335,141.355,141.406
160931,113.581,113.612,,140345,141.345,141.415
160946,113.583,113.615,,140355,141.313,141.375
160959,113.594,113.625,,140367,141.295,141.351
160972,113.585,113.617,,140378,141.277,141.327
160986,113.599,113.627,,140388,141.297,141.35
161002,113.605,113.627,,140398,141.309,141.356
161013,113.61,113.636,,140408,141.281,141.335
161024,113.627,113.649,,140418,141.289,141.351
161039,113.637,113.657,,140428,141.316,141.372
161049,113.655,113.688,,140438,141.244,141.307
161062,113.666,113.705,,140448,141.291,141.366
161072,113.67,113.699,,140458,141.367,141.436
161092,113.68,113.726,,140468,141.33,141.399
161107,113.688,113.717,,140478,141.323,141.383
161119,113.684,113.722,,140488,141.318,141.388
161142,113.713,113.744,,140498,141.294,141.352
161153,113.71,113.753,,140508,141.302,141.361
161163,113.741,113.765,,140518,141.446,141.701
161183,113.729,113.76,,140528,141.308,141.381
161193,113.738,113.783,,140538,141.31,141.369
161203,113.686,113.734,,140548,141.361,141.43
161214,113.694,113.744,,140558,141.305,141.383
161232,113.729,113.767,,140568,141.229,141.317
161249,113.705,113.756,,140578,141.273,141.337
161280,113.688,113.747,,140588,141.271,141.331
161298,113.716,113.756,,140599,141.258,141.332
161315,113.714,113.766,,140609,141.263,141.335
161333,113.67,113.721,,140619,141.177,141.247
161346,113.665,113.701,,140629,141.126,141.198
161359,113.675,113.71,,140639,141.205,141.28
161374,113.702,113.743,,140649,141.266,141.348
161384,113.712,113.754,,140660,141.289,141.371
161396,113.735,113.782,,140670,141.234,141.305
161408,113.705,113.752,,140680,141.173,141.269
161420,113.711,113.756,,140690,141.194,141.256
161433,113.679,113.721,,140701,141.211,141.285
161447,113.659,113.71,,140712,141.212,141.287
161462,113.679,113.711,,140722,141.155,141.227
161473,113.7,113.741,,140732,141.247,141.321
161485,113.702,113.766,,140742,141.235,141.299
161498,113.715,113.762,,140753,141.217,141.295
161519,113.738,113.781,,140763,141.239,141.303
161556,113.753,113.799,,140773,141.214,141.281
161571,113.759,113.805,,140783,141.17,141.241
161592,113.777,113.818,,140793,141.247,141.323
161619,113.778,113.817,,140803,141.24,141.317
161633,113.792,113.832,,140815,141.282,141.343
161651,113.77,113.823,,140825,141.275,141.336
161667,113.761,113.809,,140835,141.283,141.335
161678,113.695,113.741,,140845,141.292,141.352
161690,113.628,113.671,,140855,141.216,141.274
161711,113.618,113.671,,140865,141.233,141.293
161721,113.607,113.656,,140876,141.284,141.354
161738,113.631,113.674,,140886,141.282,141.339
161757,113.65,113.695,,140896,141.264,141.319
161773,113.659,113.7,,140907,141.277,141.333
161786,113.66,113.709,,140918,141.267,141.315
161801,113.66,113.706,,140928,141.359,141.454
161815,113.657,113.708,,140938,141.445,141.512
161826,113.663,113.713,,140948,141.436,141.501
161859,113.684,113.732,,140958,141.468,141.529
161875,113.684,113.731,,140968,141.479,141.54
161897,113.697,113.741,,140979,141.43,141.499
161974,113.705,113.759,,140989,141.355,141.428
161998,113.679,113.725,,141000,141.184,141.261
162008,113.678,113.731,,141010,141.244,141.324
162041,113.668,113.731,,141020,141.188,141.264
162113,113.709,113.768,,141032,141.268,141.339
162175,113.706,113.756,,141042,141.247,141.334
162187,113.707,113.753,,141052,141.242,141.313
162210,113.709,113.761,,141062,141.276,141.346
162235,113.718,113.765,,141072,141.305,141.364
162327,113.718,113.777,,141082,141.269,141.34
162347,113.71,113.761,,141092,141.25,141.318
162361,113.715,113.757,,141102,141.277,141.346
162392,113.711,113.747,,141113,141.307,141.368
162408,113.726,113.774,,141123,141.365,141.431
162427,113.738,113.783,,141133,141.362,141.424
162485,113.741,113.792,,141143,141.372,141.431
162507,113.722,113.785,,141153,141.361,141.423
162517,113.731,113.783,,141164,141.369,141.439
162529,113.729,113.776,,141174,141.399,141.459
162592,113.721,113.771,,141184,141.413,141.472
162606,113.716,113.741,,141196,141.453,141.508
162628,113.683,113.745,,141206,141.333,141.397
162639,113.676,113.727,,141216,141.357,141.413
162656,113.664,113.732,,141227,141.306,141.369
162671,113.662,113.709,,141237,141.32,141.378
162681,113.649,113.709,,141247,141.267,141.323
162692,113.628,113.687,,141257,141.267,141.323
162705,113.604,113.663,,141267,141.202,141.264
162723,113.535,113.635,,141278,141.204,141.261
162737,113.559,113.613,,141288,141.203,141.257
162748,113.555,113.616,,141298,141.175,141.24
162758,113.53,113.607,,141308,141.234,141.292
162768,113.548,113.57,,141318,141.217,141.269
162782,113.506,113.587,,141328,141.216,141.269
162798,113.517,113.58,,141338,141.254,141.329
162814,113.502,113.569,,141348,141.265,141.325
162828,113.518,113.578,,141358,141.265,141.326
162840,113.455,113.549,,141371,141.28,141.334
162853,113.479,113.544,,141381,141.297,141.354
162874,113.463,113.526,,141392,141.212,141.274
162894,113.48,113.544,,141402,141.226,141.284
162909,113.461,113.53,,141412,141.245,141.286
162920,113.465,113.523,,141422,141.124,141.216
162930,113.444,113.508,,141432,141.14,141.21
162951,113.437,113.515,,141442,141.13,141.201
162961,113.429,113.493,,141452,141.179,141.233
162975,113.42,113.501,,141462,141.191,141.25
162985,113.444,113.506,,141472,141.162,141.22
163047,113.461,113.511,,141482,141.146,141.204
163057,113.422,113.507,,141492,141.144,141.192
163067,113.429,113.476,,141502,141.126,141.19
163094,113.442,113.489,,141512,141.073,141.121
163117,113.437,113.485,,141522,141.088,141.154
163134,113.445,113.504,,141532,141.117,141.176
163185,113.456,113.52,,141542,141.127,141.184
163211,113.463,113.523,,141552,140.989,141.058
163270,113.466,113.522,,141562,140.951,141.018
163317,113.465,113.536,,141573,140.965,141.036
163347,113.447,113.547,,141583,140.96,141.036
163359,113.468,113.558,,141593,141.13,141.194
163378,113.45,113.546,,141603,141.057,141.149
163397,113.466,113.566,,141613,140.982,141.051
163409,113.459,113.548,,141623,140.974,141.037
163419,113.46,113.546,,141633,141.016,141.085
163433,113.479,113.559,,141643,141.016,141.069
163445,113.485,113.565,,141655,141.002,141.052
163456,113.448,113.547,,141665,141.003,141.053
163482,113.465,113.565,,141675,140.971,141.029
163492,113.478,113.578,,141685,140.965,141.02
163509,113.484,113.58,,141695,140.91,140.971
163519,113.489,113.588,,141705,140.909,140.967
163529,113.492,113.587,,141719,140.807,140.874
163544,113.527,113.627,,141729,140.85,140.908
163554,113.521,113.621,,141739,140.874,140.952
163569,113.532,113.632,,141749,140.876,140.937
163580,113.565,113.665,,141760,140.893,140.939
163591,113.563,113.663,,141772,140.874,140.932
163602,113.483,113.583,,141784,140.915,140.977
163612,113.493,113.593,,141794,140.974,141.04
163622,113.414,113.514,,141806,140.941,141.008
163632,113.47,113.57,,141816,140.916,140.975
163642,113.408,113.508,,141826,140.881,140.944
163652,113.352,113.452,,141837,140.861,140.914
163662,113.393,113.493,,141847,140.863,140.916
163672,113.412,113.512,,141857,140.849,140.91
163682,113.407,113.507,,141867,140.831,140.902
163692,113.428,113.528,,141877,140.784,140.852
163702,113.409,113.509,,141887,140.787,140.854
163712,113.429,113.529,,141897,140.781,140.851
163722,113.369,113.469,,141907,140.813,140.874
163732,113.28,113.38,,141917,140.735,140.807
163742,113.396,113.496,,141929,140.797,140.861
163752,113.334,113.434,,141939,140.757,140.816
163768,113.412,113.512,,141949,140.735,140.799
