time,EUR_JPY_Bid,EUR_JPY_Ask,,time,GBP_JPY_Bid,GBP_JPY_Ask
48595,120.465,120.478,,40127,157.22,157.288
48606,120.458,120.471,,40137,157.224,157.279
48618,120.473,120.487,,40147,157.211,157.269
48631,120.471,120.484,,40158,157.216,157.27
48641,120.477,120.49,,40168,157.236,157.299
48651,120.462,120.479,,40178,157.222,157.283
48661,120.463,120.477,,40188,157.294,157.347
48673,120.452,120.466,,40198,157.285,157.342
48683,120.438,120.453,,40208,157.336,157.402
48693,120.459,120.472,,40218,157.33,157.387
48704,120.466,120.479,,40228,157.369,157.417
48717,120.474,120.488,,40238,157.304,157.363
48727,120.493,120.506,,40248,157.275,157.333
48739,120.483,120.496,,40258,157.318,157.386
48749,120.507,120.52,,40268,157.376,157.438
48759,120.559,120.577,,40279,157.344,157.397
48770,120.567,120.587,,40289,157.37,157.427
48781,120.567,120.582,,40299,157.532,157.593
48791,120.544,120.557,,40309,157.542,157.605
48801,120.598,120.616,,40319,157.62,157.689
48812,120.62,120.637,,40329,157.619,157.687
48822,120.634,120.652,,40339,157.631,157.687
48832,120.67,120.688,,40350,157.625,157.678
48842,120.657,120.673,,40360,157.721,157.805
48852,120.656,120.673,,40370,157.84,157.896
48865,120.646,120.664,,40380,157.775,157.834
48877,120.653,120.667,,40390,157.825,157.91
48888,120.66,120.673,,40400,157.96,158.045
48898,120.642,120.655,,40410,158.022,158.114
48909,120.661,120.674,,40420,157.959,158.028
48919,120.677,120.69,,40430,157.95,158.014
48930,120.704,120.717,,40440,157.957,158.02
48942,120.679,120.696,,40450,157.894,157.945
48952,120.67,120.684,,40460,157.84,157.902
48962,120.683,120.696,,40470,157.878,157.935
48973,120.676,120.691,,40480,157.893,157.95
48983,120.679,120.695,,40490,157.9,157.957
48995,120.678,120.692,,40500,157.943,157.996
49007,120.686,120.701,,40510,157.895,157.956
49017,120.772,120.791,,40520,157.92,157.982
49027,120.743,120.761,,40531,157.836,157.902
49038,120.743,120.759,,40541,157.838,157.894
49049,120.719,120.739,,40551,157.785,157.838
49059,120.687,120.702,,40561,157.782,157.835
49069,120.676,120.689,,40571,157.797,157.86
49082,120.66,120.673,,40581,157.776,157.834
49096,120.674,120.689,,40591,157.754,157.838
49108,120.671,120.685,,40601,157.77,157.815
49122,120.679,120.693,,40612,157.779,157.831
49140,120.675,120.688,,40622,157.677,157.756
49151,120.666,120.679,,40632,157.672,157.741
49162,120.657,120.67,,40642,157.676,157.733
49172,120.65,120.663,,40652,157.706,157.77
49182,120.627,120.64,,40662,157.719,157.777
49193,120.627,120.64,,40672,157.702,157.756
49210,120.624,120.638,,40683,157.657,157.72
49221,120.639,120.652,,40693,157.659,157.72
49231,120.643,120.657,,40703,157.66,157.719
49244,120.621,120.635,,40713,157.622,157.675
49254,120.601,120.616,,40723,157.602,157.659
49264,120.581,120.598,,40733,157.599,157.659
49274,120.542,120.558,,40743,157.609,157.667
49284,120.582,120.595,,40753,157.628,157.685
49294,120.596,120.611,,40763,157.6,157.668
49305,120.62,120.635,,40773,157.586,157.652
49321,120.627,120.64,,40783,157.562,157.628
49332,120.644,120.658,,40793,157.552,157.621
49343,120.628,120.642,,40803,157.559,157.618
49358,120.661,120.677,,40813,157.62,157.684
49373,120.648,120.663,,40823,157.626,157.681
49385,120.635,120.648,,40833,157.656,157.717
49395,120.63,120.643,,40843,157.754,157.822
49405,120.641,120.654,,40853,157.766,157.816
49415,120.67,120.683,,40863,157.907,157.983
49425,120.662,120.68,,40873,157.939,157.995
49439,120.663,120.677,,40884,157.932,157.99
49454,120.674,120.687,,40894,157.889,157.944
49468,120.679,120.692,,40904,157.822,157.881
49481,120.679,120.692,,40915,157.782,157.848
49498,120.658,120.671,,40925,157.817,157.878
49515,120.641,120.657,,40935,157.794,157.859
49525,120.635,120.648,,40945,157.783,157.842
49536,120.63,120.644,,40955,157.744,157.804
49548,120.624,120.637,,40965,157.703,157.766
49559,120.618,120.631,,40975,157.714,157.774
49570,120.617,120.63,,40985,157.651,157.71
49585,120.612,120.625,,40996,157.58,157.641
49596,120.602,120.615,,41006,157.612,157.667
49608,120.58,120.594,,41016,157.677,157.736
49619,120.603,120.618,,41026,157.656,157.718
49629,120.603,120.616,,41036,157.644,157.705
49639,120.627,120.644,,41046,157.645,157.708
49649,120.651,120.67,,41056,157.644,157.693
49661,120.643,120.663,,41068,157.632,157.686
49671,120.626,120.639,,41078,157.617,157.679
49689,120.608,120.622,,41088,157.674,157.742
49700,120.615,120.629,,41098,157.691,157.737
49710,120.656,120.672,,41108,157.62,157.68
49721,120.686,120.699,,41118,157.662,157.72
49732,120.684,120.697,,41128,157.684,157.743
49744,120.667,120.68,,41138,157.651,157.707
49755,120.65,120.663,,41148,157.611,157.669
49773,120.651,120.664,,41160,157.586,157.644
49786,120.658,120.68,,41171,157.631,157.691
49796,120.652,120.665,,41181,157.638,157.7
49806,120.639,120.66,,41191,157.665,157.726
49816,120.653,120.674,,41201,157.735,157.786
49828,120.663,120.685,,41213,157.749,157.806
49839,120.674,120.688,,41223,157.794,157.849
49850,120.67,120.685,,41233,157.807,157.862
49862,120.664,120.678,,41243,157.699,157.76
49875,120.66,120.674,,41253,157.676,157.733
49885,120.653,120.668,,41263,157.689,157.748
49897,120.659,120.678,,41273,157.62,157.68
49908,120.667,120.682,,41284,157.63,157.689
49918,120.665,120.685,,41295,157.647,157.701
49932,120.668,120.682,,41305,157.628,157.682
49943,120.668,120.681,,41315,157.698,157.756
49955,120.665,120.681,,41325,157.682,157.743
49969,120.655,120.67,,41335,157.688,157.747
49980,120.643,120.66,,41347,157.667,157.724
49993,120.645,120.661,,41359,157.658,157.708
50006,120.641,120.657,,41369,157.645,157.7
50016,120.639,120.653,,41379,157.647,157.701
50027,120.63,120.643,,41389,157.624,157.681
50038,120.619,120.637,,41399,157.587,157.649
50049,120.618,120.631,,41410,157.574,157.63
50065,120.629,120.642,,41420,157.55,157.614
50076,120.66,120.68,,41430,157.568,157.625
50087,120.645,120.658,,41440,157.609,157.668
50097,120.645,120.658,,41451,157.63,157.689
50107,120.606,120.621,,41461,157.592,157.65
50118,120.572,120.587,,41472,157.537,157.596
50130,120.585,120.598,,41482,157.49,157.55
50146,120.578,120.598,,41492,157.549,157.608
50156,120.583,120.601,,41502,157.581,157.644
50168,120.561,120.577,,41512,157.494,157.561
50182,120.551,120.566,,41522,157.541,157.604
50195,120.545,120.56,,41532,157.492,157.553
50208,120.55,120.564,,41542,157.524,157.577
50224,120.545,120.56,,41552,157.422,157.507
50234,120.536,120.552,,41562,157.377,157.45
50244,120.555,120.573,,41572,157.188,157.271
50254,120.558,120.574,,41582,157.111,157.203
50270,120.561,120.577,,41592,156.873,156.945
50282,120.561,120.578,,41602,156.976,157.069
50293,120.561,120.577,,41612,157.108,157.214
50307,120.565,120.578,,41622,157.212,157.3
50319,120.548,120.565,,41632,157.219,157.302
50329,120.542,120.558,,41642,157.253,157.325
50339,120.548,120.561,,41652,157.246,157.308
50354,120.54,120.555,,41662,157.273,157.349
50364,120.543,120.556,,41672,157.28,157.342
50375,120.542,120.557,,41682,157.336,157.424
50385,120.576,120.589,,41692,157.431,157.512
50395,120.574,120.591,,41702,157.385,157.45
50406,120.589,120.606,,41712,157.44,157.512
50416,120.575,120.594,,41723,157.425,157.489
50428,120.569,120.584,,41733,157.352,157.421
50439,120.583,120.6,,41743,157.37,157.434
50452,120.566,120.583,,41753,157.388,157.464
50462,120.552,120.565,,41763,157.419,157.484
50473,120.547,120.56,,41774,157.43,157.491
50484,120.547,120.56,,41784,157.424,157.49
50496,120.549,120.562,,41794,157.312,157.376
50506,120.55,120.563,,41804,157.428,157.518
50516,120.519,120.532,,41814,157.543,157.606
50528,120.511,120.526,,41825,157.641,157.699
50539,120.517,120.537,,41835,157.741,157.823
50549,120.531,120.548,,41845,157.752,157.851
50559,120.543,120.556,,41855,157.698,157.758
50569,120.547,120.561,,41865,157.597,157.662
50586,120.562,120.579,,41875,157.557,157.617
50598,120.544,120.557,,41885,157.538,157.598
50608,120.553,120.566,,41895,157.592,157.668
50618,120.54,120.558,,41905,157.608,157.666
50629,120.535,120.548,,41915,157.549,157.616
50642,120.548,120.562,,41925,157.577,157.641
50654,120.549,120.563,,41935,157.489,157.555
50665,120.542,120.556,,41945,157.442,157.502
50676,120.546,120.562,,41955,157.461,157.532
50686,120.552,120.566,,41965,157.416,157.474
50703,120.55,120.565,,41975,157.312,157.366
50713,120.542,120.562,,41985,157.375,157.439
50729,120.531,120.544,,41995,157.378,157.444
50740,120.526,120.539,,42005,157.391,157.443
50750,120.565,120.58,,42015,157.271,157.332
50760,120.596,120.611,,42025,157.243,157.314
50770,120.597,120.616,,42036,157.341,157.405
50785,120.61,120.625,,42046,157.395,157.444
50795,120.597,120.619,,42056,157.398,157.464
50807,120.609,120.623,,42066,157.373,157.425
50817,120.615,120.628,,42077,157.287,157.351
50827,120.611,120.625,,42087,157.337,157.396
50837,120.615,120.628,,42097,157.291,157.351
50847,120.645,120.662,,42107,157.35,157.424
50857,120.668,120.686,,42117,157.347,157.416
50867,120.645,120.666,,42127,157.279,157.347
50877,120.652,120.666,,42137,157.248,157.333
50891,120.63,120.646,,42147,157.26,157.32
50904,120.611,120.626,,42157,157.223,157.284
50915,120.613,120.63,,42167,157.281,157.343
50927,120.64,120.653,,42177,157.314,157.375
50937,120.646,120.66,,42187,157.273,157.33
50947,120.627,120.642,,42197,157.304,157.377
50958,120.651,120.667,,42207,157.291,157.357
50968,120.635,120.649,,42217,157.264,157.323
50978,120.621,120.635,,42227,157.283,157.349
50988,120.631,120.644,,42237,157.351,157.409
50998,120.629,120.645,,42247,157.291,157.37
51010,120.642,120.658,,42257,157.282,157.34
51021,120.65,120.666,,42269,157.285,157.334
51031,120.639,120.653,,42279,157.305,157.363
51041,120.59,120.609,,42290,157.384,157.439
51052,120.602,120.622,,42300,157.39,157.444
51064,120.617,120.632,,42310,157.369,157.416
51075,120.634,120.652,,42320,157.454,157.511
51086,120.606,120.619,,42330,157.46,157.522
51097,120.617,120.631,,42340,157.406,157.458
51116,120.604,120.622,,42350,157.365,157.422
51126,120.615,120.63,,42360,157.394,157.443
51136,120.619,120.636,,42372,157.39,157.447
51146,120.614,120.629,,42382,157.435,157.507
51156,120.597,120.611,,42392,157.426,157.483
51166,120.578,120.591,,42403,157.423,157.48
51177,120.571,120.584,,42413,157.403,157.463
51187,120.537,120.554,,42423,157.419,157.475
51198,120.54,120.556,,42433,157.365,157.424
51208,120.519,120.535,,42443,157.362,157.41
51221,120.528,120.544,,42453,157.309,157.367
51233,120.526,120.543,,42466,157.32,157.376
51245,120.518,120.533,,42477,157.321,157.37
51255,120.513,120.528,,42487,157.33,157.382
51265,120.484,120.5,,42501,157.316,157.366
51275,120.434,120.448,,42511,157.311,157.362
51285,120.429,120.448,,42521,157.169,157.244
51297,120.421,120.435,,42531,157.159,157.222
51307,120.412,120.431,,42541,157.199,157.27
51318,120.423,120.444,,42551,157.192,157.249
51329,120.431,120.448,,42561,157.228,157.284
51339,120.42,120.434,,42571,157.281,157.335
51350,120.424,120.44,,42581,157.298,157.35
51360,120.43,120.445,,42591,157.312,157.365
51370,120.402,120.422,,42601,157.302,157.355
51380,120.404,120.419,,42611,157.336,157.39
51390,120.412,120.428,,42621,157.375,157.429
51400,120.416,120.433,,42634,157.359,157.408
51410,120.426,120.443,,42644,157.347,157.398
51421,120.417,120.431,,42654,157.3,157.354
51433,120.409,120.424,,42664,157.312,157.359
51443,120.403,120.416,,42674,157.286,157.338
51453,120.422,120.435,,42685,157.304,157.355
51464,120.403,120.416,,42695,157.307,157.359
51474,120.413,120.426,,42705,157.35,157.399
51485,120.439,120.453,,42715,157.391,157.451
51495,120.498,120.514,,42725,157.4,157.458
51505,120.465,120.484,,42735,157.372,157.43
51516,120.459,120.474,,42745,157.4,157.459
51527,120.46,120.473,,42755,157.395,157.45
51540,120.463,120.477,,42765,157.392,157.451
51550,120.404,120.421,,42775,157.442,157.501
51561,120.396,120.411,,42785,157.451,157.51
51571,120.385,120.4,,42795,157.468,157.52
51581,120.364,120.378,,42806,157.483,157.544
51594,120.367,120.386,,42817,157.49,157.554
51604,120.374,120.392,,42832,157.49,157.541
51614,120.382,120.398,,42847,157.504,157.563
51626,120.395,120.408,,42857,157.5,157.548
51645,120.387,120.403,,42868,157.495,157.547
51656,120.366,120.38,,42878,157.519,157.572
51667,120.368,120.383,,42888,157.517,157.568
51677,120.376,120.389,,42898,157.508,157.557
51687,120.347,120.364,,42908,157.505,157.557
51703,120.369,120.385,,42918,157.461,157.52
51716,120.406,120.422,,42928,157.485,157.531
51728,120.393,120.408,,42938,157.458,157.511
51738,120.404,120.418,,42948,157.437,157.489
51750,120.4,120.417,,42959,157.426,157.481
51760,120.387,120.402,,42970,157.403,157.455
51770,120.367,120.384,,42982,157.331,157.386
51782,120.347,120.364,,42992,157.399,157.457
51798,120.338,120.352,,43002,157.407,157.466
51808,120.316,120.333,,43017,157.415,157.471
51818,120.283,120.3,,43027,157.432,157.493
51828,120.283,120.306,,43040,157.42,157.48
51838,120.281,120.295,,43050,157.485,157.545
51849,120.215,120.238,,43062,157.529,157.581
51859,120.184,120.2,,43072,157.51,157.559
51869,120.21,120.228,,43082,157.444,157.501
51879,120.242,120.258,,43092,157.403,157.464
51889,120.261,120.277,,43102,157.365,157.421
51900,120.259,120.272,,43112,157.414,157.472
51911,120.203,120.216,,43122,157.424,157.484
51923,120.219,120.234,,43132,157.494,157.58
51933,120.266,120.284,,43142,157.487,157.541
51943,120.258,120.275,,43152,157.511,157.568
51953,120.247,120.263,,43162,157.469,157.532
51963,120.223,120.239,,43172,157.518,157.58
51973,120.181,120.195,,43182,157.539,157.589
51983,120.187,120.202,,43192,157.604,157.662
51993,120.192,120.21,,43202,157.57,157.627
52004,120.195,120.212,,43212,157.554,157.608
52014,120.189,120.203,,43226,157.524,157.582
52024,120.216,120.234,,43237,157.5,157.56
52034,120.201,120.217,,43248,157.465,157.514
52044,120.186,120.204,,43259,157.486,157.542
52054,120.192,120.211,,43269,157.485,157.54
52064,120.156,120.172,,43280,157.535,157.594
52074,120.154,120.171,,43290,157.614,157.665
52084,120.141,120.162,,43300,157.645,157.699
52094,120.173,120.188,,43310,157.633,157.686
52104,120.121,120.142,,43322,157.591,157.644
52114,120.128,120.144,,43332,157.558,157.619
52124,120.086,120.101,,43342,157.576,157.635
52134,120.056,120.073,,43352,157.582,157.638
52144,120.071,120.087,,43362,157.559,157.61
52155,120.006,120.021,,43372,157.553,157.611
52165,120.018,120.032,,43382,157.538,157.592
52175,119.964,119.987,,43394,157.562,157.617
52186,119.942,119.955,,43404,157.572,157.628
52196,119.969,119.983,,43414,157.525,157.575
52207,119.974,119.993,,43424,157.546,157.6
52217,120.032,120.051,,43434,157.552,157.604
52227,120.025,120.043,,43444,157.539,157.592
52238,120.017,120.032,,43454,157.542,157.603
52248,120.032,120.045,,43464,157.582,157.64
52258,120.034,120.051,,43474,157.588,157.642
52268,120.075,120.094,,43484,157.583,157.643
52278,120.086,120.107,,43494,157.634,157.691
52289,120.075,120.089,,43505,157.628,157.683
52302,120.077,120.094,,43515,157.617,157.669
52313,120.08,120.098,,43525,157.604,157.66
52323,120.072,120.089,,43535,157.597,157.656
52333,120.094,120.107,,43545,157.622,157.677
52344,120.12,120.135,,43555,157.616,157.679
52354,120.148,120.167,,43565,157.6,157.656
52364,120.208,120.227,,43575,157.589,157.646
52375,120.192,120.213,,43585,157.584,157.643
52385,120.18,120.201,,43595,157.564,157.623
52395,120.188,120.21,,43605,157.561,157.616
52405,120.181,120.195,,43615,157.562,157.618
52416,120.202,120.22,,43625,157.569,157.624
52428,120.215,120.23,,43636,157.56,157.616
52439,120.243,120.262,,43646,157.575,157.633
52450,120.233,120.252,,43656,157.551,157.607
52460,120.256,120.278,,43666,157.566,157.622
52470,120.279,120.298,,43676,157.516,157.571
52481,120.331,120.349,,43686,157.545,157.605
52492,120.318,120.337,,43698,157.543,157.593
52502,120.271,120.291,,43708,157.521,157.576
52513,120.253,120.271,,43719,157.531,157.585
52526,120.251,120.271,,43735,157.523,157.578
52541,120.258,120.278,,43745,157.493,157.547
52551,120.251,120.267,,43757,157.487,157.539
52563,120.218,120.235,,43767,157.46,157.516
52573,120.219,120.244,,43777,157.547,157.612
52584,120.275,120.324,,43787,157.505,157.561
52594,120.319,120.353,,43797,157.509,157.561
52604,120.335,120.363,,43807,157.505,157.554
52614,120.327,120.349,,43817,157.495,157.549
52627,120.343,120.365,,43828,157.474,157.526
52637,120.356,120.38,,43839,157.508,157.562
52647,120.373,120.39,,43851,157.46,157.515
52658,120.394,120.412,,43861,157.492,157.543
52668,120.388,120.408,,43871,157.468,157.521
52678,120.39,120.41,,43881,157.468,157.52
52689,120.39,120.406,,43891,157.503,157.556
52700,120.41,120.426,,43901,157.501,157.554
52712,120.455,120.472,,43911,157.481,157.533
52723,120.466,120.482,,43921,157.462,157.518
52733,120.455,120.476,,43933,157.443,157.501
52747,120.498,120.517,,43943,157.426,157.479
52758,120.515,120.537,,43953,157.445,157.502
52769,120.526,120.541,,43964,157.443,157.497
52781,120.521,120.54,,43974,157.428,157.479
52791,120.518,120.536,,43984,157.412,157.464
52801,120.541,120.556,,43994,157.392,157.444
52813,120.508,120.524,,44004,157.401,157.459
52823,120.504,120.517,,44014,157.388,157.444
52833,120.494,120.507,,44024,157.372,157.427
52847,120.503,120.518,,44034,157.395,157.45
52857,120.516,120.531,,44044,157.367,157.424
52868,120.511,120.527,,44054,157.333,157.392
52878,120.499,120.514,,44064,157.344,157.404
52889,120.503,120.517,,44074,157.285,157.346
52899,120.495,120.512,,44084,157.266,157.325
52910,120.474,120.491,,44094,157.183,157.245
52920,120.465,120.481,,44104,157.175,157.234
52930,120.476,120.491,,44114,157.189,157.247
52942,120.463,120.477,,44124,157.197,157.248
52952,120.457,120.472,,44134,157.214,157.267
52964,120.467,120.481,,44144,157.247,157.301
52974,120.461,120.477,,44154,157.252,157.308
52984,120.457,120.471,,44164,157.258,157.315
52997,120.445,120.46,,44175,157.227,157.282
53008,120.462,120.477,,44185,157.242,157.296
53018,120.468,120.484,,44195,157.22,157.27
53028,120.455,120.475,,44206,157.216,157.27
53038,120.441,120.456,,44216,157.212,157.26
53048,120.425,120.441,,44226,157.219,157.266
53064,120.431,120.445,,44236,157.222,157.271
53074,120.45,120.463,,44246,157.233,157.283
53085,120.468,120.484,,44256,157.237,157.287
53097,120.459,120.472,,44266,157.27,157.322
53108,120.484,120.499,,44278,157.269,157.324
53120,120.478,120.492,,44288,157.277,157.338
53130,120.49,120.508,,44298,157.239,157.295
53140,120.486,120.5,,44311,157.216,157.269
53155,120.457,120.475,,44322,157.218,157.269
53165,120.44,120.457,,44332,157.203,157.249
53175,120.427,120.442,,44342,157.183,157.238
53185,120.434,120.447,,44353,157.207,157.251
53195,120.416,120.436,,44364,157.217,157.273
53207,120.411,120.43,,44374,157.223,157.279
53218,120.422,120.437,,44384,157.191,157.251
53228,120.446,120.462,,44394,157.218,157.281
53238,120.463,120.479,,44404,157.248,157.305
53248,120.445,120.458,,44414,157.289,157.35
53258,120.437,120.452,,44425,157.295,157.351
53268,120.404,120.422,,44435,157.293,157.348
53278,120.425,120.444,,44445,157.243,157.3
53289,120.447,120.462,,44455,157.248,157.302
53299,120.473,120.492,,44465,157.282,157.331
53309,120.468,120.486,,44475,157.3,157.352
53319,120.435,120.455,,44486,157.301,157.356
53329,120.429,120.445,,44496,157.271,157.323
53342,120.43,120.443,,44506,157.287,157.337
53353,120.439,120.457,,44516,157.289,157.342
53369,120.463,120.476,,44527,157.279,157.327
53379,120.47,120.487,,44537,157.293,157.343
53389,120.464,120.48,,44547,157.29,157.341
53399,120.465,120.48,,44558,157.284,157.329
53409,120.434,120.448,,44568,157.306,157.351
53421,120.456,120.471,,44581,157.299,157.343
53431,120.461,120.476,,44591,157.311,157.359
53442,120.46,120.476,,44603,157.295,157.342
53456,120.458,120.476,,44613,157.298,157.35
53466,120.461,120.476,,44623,157.286,157.339
53476,120.448,120.461,,44634,157.293,157.336
53486,120.445,120.46,,44649,157.29,157.333
53496,120.454,120.468,,44662,157.297,157.334
53506,120.463,120.476,,44672,157.304,157.349
53516,120.429,120.445,,44684,157.282,157.33
53526,120.391,120.407,,44694,157.231,157.281
53538,120.396,120.415,,44704,157.17,157.223
53548,120.41,120.424,,44714,157.167,157.219
53558,120.384,120.4,,44725,157.176,157.225
53568,120.322,120.341,,44735,157.181,157.232
53578,120.335,120.356,,44745,157.179,157.227
53588,120.316,120.336,,44755,157.167,157.219
53598,120.303,120.323,,44766,157.157,157.212
53608,120.306,120.328,,44776,157.119,157.169
53618,120.293,120.309,,44786,157.093,157.14
53628,120.315,120.33,,44796,157.112,157.167
53639,120.32,120.336,,44806,157.115,157.166
53653,120.319,120.334,,44816,157.104,157.157
53664,120.338,120.351,,44826,157.094,157.142
53674,120.302,120.316,,44836,157.09,157.14
53684,120.283,120.301,,44846,157.076,157.128
53694,120.267,120.285,,44856,157.083,157.128
53704,120.235,120.253,,44866,157.092,157.137
53714,120.198,120.218,,44876,157.093,157.134
53725,120.217,120.236,,44886,157.084,157.131
53735,120.169,120.186,,44896,157.104,157.144
53745,120.193,120.21,,44906,157.17,157.225
53755,120.177,120.194,,44916,157.116,157.164
53765,120.169,120.185,,44926,157.136,157.185
53775,120.175,120.191,,44937,157.152,157.201
53785,120.17,120.184,,44948,157.149,157.192
53795,120.162,120.179,,44958,157.194,157.244
53806,120.165,120.179,,44968,157.196,157.248
53819,120.14,120.155,,44978,157.244,157.279
53830,120.137,120.151,,44988,157.259,157.305
53842,120.15,120.165,,44998,157.244,157.284
53852,120.167,120.182,,45008,157.159,157.209
53864,120.204,120.221,,45018,157.161,157.208
53878,120.23,120.248,,45028,157.14,157.196
53890,120.247,120.267,,45038,157.116,157.168
53901,120.257,120.276,,45048,157.106,157.156
53911,120.3,120.324,,45058,157.114,157.162
53921,120.273,120.291,,45068,157.08,157.126
53931,120.283,120.305,,45078,157.082,157.131
53942,120.273,120.291,,45088,157.084,157.134
53957,120.272,120.291,,45098,157.086,157.136
53967,120.269,120.282,,45109,157.092,157.141
53977,120.272,120.289,,45119,157.123,157.166
53987,120.274,120.289,,45129,157.145,157.191
53998,120.272,120.285,,45141,157.133,157.178
54008,120.281,120.295,,45151,157.13,157.177
54018,120.28,120.293,,45161,157.145,157.192
54035,120.295,120.31,,45171,157.2,157.243
54045,120.32,120.337,,45181,157.222,157.268
54057,120.314,120.33,,45191,157.196,157.239
54067,120.273,120.291,,45201,157.191,157.24
54078,120.292,120.308,,45211,157.203,157.239
54090,120.299,120.317,,45221,157.21,157.253
54101,120.29,120.306,,45232,157.214,157.26
54111,120.279,120.295,,45243,157.209,157.25
54121,120.316,120.331,,45253,157.177,157.219
54131,120.315,120.334,,45264,157.178,157.221
54141,120.287,120.304,,45275,157.113,157.158
54151,120.301,120.322,,45285,156.996,157.046
54161,120.328,120.344,,45295,156.997,157.048
54171,120.299,120.314,,45305,156.98,157.027
54181,120.27,120.283,,45315,156.978,157.032
54191,120.241,120.262,,45325,156.948,157
54201,120.237,120.25,,45335,156.858,156.908
54211,120.264,120.28,,45345,156.752,156.812
54224,120.268,120.285,,45355,156.686,156.739
54234,120.26,120.276,,45365,156.737,156.793
54245,120.258,120.271,,45375,156.743,156.793
54255,120.26,120.275,,45385,156.793,156.843
54265,120.282,120.297,,45395,156.866,156.926
54275,120.236,120.253,,45405,156.926,156.987
54285,120.246,120.259,,45415,156.949,157.003
54295,120.251,120.266,,45425,156.971,157.023
54308,120.247,120.26,,45435,156.938,156.993
54320,120.237,120.253,,45445,156.952,156.999
54330,120.226,120.242,,45455,156.969,157.02
54340,120.212,120.228,,45466,156.99,157.038
54350,120.187,120.204,,45476,156.978,157.026
54360,120.188,120.209,,45486,157.003,157.042
54370,120.163,120.181,,45496,156.958,157.004
54380,120.077,120.107,,45506,157.046,157.092
54390,120.048,120.077,,45516,157.007,157.058
54400,119.947,119.977,,45526,157.023,157.069
54410,119.982,120.003,,45536,157.03,157.075
54420,120.005,120.025,,45546,157.027,157.074
54430,119.999,120.024,,45556,157.057,157.103
54440,119.991,120.015,,45566,157.024,157.074
54450,119.994,120.013,,45576,157.042,157.084
54461,119.992,120.011,,45586,157.094,157.135
54471,119.999,120.012,,45596,157.096,157.147
54481,119.997,120.012,,45606,157.089,157.139
54491,119.988,120.005,,45616,157.167,157.212
54501,119.981,119.999,,45626,157.223,157.276
54511,119.98,120,,45636,157.214,157.269
54523,120.01,120.029,,45646,157.248,157.299
54536,120.043,120.063,,45656,157.273,157.326
54547,120.039,120.058,,45666,157.266,157.315
54560,120.004,120.02,,45676,157.21,157.26
54570,120.001,120.016,,45686,157.195,157.248
54581,119.993,120.009,,45696,157.215,157.258
54592,119.981,119.999,,45706,157.215,157.261
54602,120.012,120.032,,45716,157.193,157.238
54612,120.023,120.045,,45726,157.183,157.231
54622,120.063,120.085,,45737,157.145,157.191
54632,120.031,120.047,,45747,157.163,157.207
54642,120.03,120.049,,45758,157.153,157.207
54652,120.051,120.069,,45768,157.153,157.198
54662,120.047,120.067,,45778,157.147,157.194
54673,120.063,120.081,,45790,157.153,157.196
54683,120.055,120.077,,45800,157.149,157.202
54694,120.031,120.049,,45810,157.196,157.237
54705,120.052,120.074,,45820,157.204,157.246
54716,120.044,120.061,,45830,157.218,157.262
54726,120.071,120.087,,45840,157.271,157.316
54736,120.058,120.076,,45850,157.305,157.354
54748,120.045,120.062,,45860,157.308,157.355
54758,120.022,120.037,,45870,157.309,157.363
54769,120.042,120.059,,45880,157.31,157.362
54779,120.029,120.05,,45890,157.301,157.349
54789,120.041,120.059,,45900,157.316,157.366
54799,120.068,120.086,,45910,157.312,157.356
54809,120.087,120.108,,45923,157.306,157.351
54819,120.094,120.11,,45933,157.298,157.341
54830,120.104,120.126,,45943,157.301,157.347
54840,120.101,120.122,,45953,157.274,157.319
54851,120.114,120.132,,45963,157.255,157.299
54861,120.104,120.12,,45973,157.234,157.279
54871,120.106,120.127,,45983,157.275,157.318
54884,120.121,120.143,,45993,157.284,157.329
54895,120.129,120.151,,46003,157.287,157.328
54905,120.141,120.16,,46013,157.276,157.314
54918,120.125,120.14,,46023,157.282,157.325
54930,120.086,120.106,,46034,157.292,157.332
54945,120.093,120.108,,46046,157.287,157.328
54955,120.079,120.097,,46056,157.3,157.342
54965,120.052,120.075,,46067,157.349,157.39
54975,120.07,120.087,,46081,157.341,157.39
54985,120.057,120.075,,46092,157.334,157.384
54999,120.071,120.087,,46102,157.317,157.354
55021,120.06,120.08,,46112,157.277,157.321
55031,120.054,120.071,,46122,157.248,157.296
55041,120.061,120.074,,46132,157.201,157.243
55051,120.051,120.07,,46142,157.194,157.251
55064,120.053,120.071,,46153,157.145,157.193
55074,120.063,120.076,,46163,157.156,157.202
55086,120.071,120.092,,46173,157.151,157.197
55096,120.093,120.113,,46183,157.123,157.168
55114,120.104,120.124,,46193,157.128,157.177
55124,120.112,120.13,,46203,157.132,157.177
55137,120.133,120.153,,46213,157.147,157.197
55148,120.205,120.226,,46224,157.128,157.179
55158,120.166,120.184,,46234,157.178,157.229
55168,120.178,120.196,,46246,157.167,157.211
55179,120.16,120.181,,46256,157.158,157.207
55189,120.171,120.188,,46267,157.151,157.199
55199,120.171,120.192,,46277,157.171,157.215
55209,120.148,120.167,,46287,157.164,157.21
55219,120.148,120.165,,46297,157.139,157.187
55231,120.14,120.159,,46307,157.138,157.184
55241,120.14,120.157,,46317,157.145,157.19
55251,120.137,120.156,,46327,157.148,157.195
55261,120.127,120.145,,46337,157.086,157.156
55271,120.137,120.158,,46347,157.076,157.135
